鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
泰山區,房地(土地+建物)+車位,新北市泰山區明志路二段232巷1~30號,13.9,商,,,1071026,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,130.64,2,2,1,有,有,10300000,89611,坡道平面,34.67,1700000,,RPVNMLTJKINFFBF88CA
新莊區,房地(土地+建物)+車位,新北市新莊區中原路511~540號,16.38,商,,,1071029,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060125,162.41000000000003,2,2,2,有,無,17950000,129213,坡道平面,42.84,2500000,,RPTNMLRKKINFFBF58CA
新莊區,房地(土地+建物)+車位,新北市新莊區中原路511~540號,16.38,商,,,1071017,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060125,162.43,2,2,2,有,無,17570000,126014,坡道平面,42.84,2500000,,RPUNMLRKKINFFBF68CA
新莊區,房地(土地+建物)+車位,新北市新莊區中原路511~540號,16.06,商,,,1071021,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060125,159.89,2,2,2,有,無,18070000,134729,坡道平面,42.84,2300000,,RPVNMLRKKINFFBF78CA
新莊區,房地(土地+建物),新北市新莊區復興路二段1~30號,7.08,住,,,1071025,土地1建物1車位0,八層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830221,46.71,1,1,1,有,無,4500000,96339,,0.0,0,含增建或未登記建物。;,RPSOMLTKKINFFBF78CA
林口區,房地(土地+建物)+車位,新北市林口區文林四街1~30號,38.42,住,,,1061017,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070828,166.44,3,2,2,有,有,10820000,65008,坡道平面,32.4,0,車位總價款：NT＄120萬元（土地55%與建物45%比例分配）,RPXOMLNKKINFFBF68CA
林口區,房地(土地+建物)+車位,新北市林口區文林四街1~30號,40.98,住,,,1070509,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070828,177.29,3,2,2,有,有,13250000,74736,坡道平面,31.06,0,車位總價款：NT＄130萬元（土地55%與建物45%比例分配）,RPOSMLNKKINFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區文林四街1~30號,43.25,住,,,1061205,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070828,186.78,3,2,2,有,有,13600000,72813,坡道平面,32.4,0,車位總價款：NT＄150萬元（土地55%與建物45%比例分配）,RPPRMLLKKINFFBF97CA
新莊區,房地(土地+建物),新北市新莊區天祥街54巷1弄1~30號,22.24,住,,,1071024,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701015,80.91,3,2,2,有,無,6600000,81572,,0.0,0,,RPSQMLMKKINFFBF28CA
五股區,房地(土地+建物)+車位,新北市五股區御史路31~60號,21.22,住,,,1070919,土地2建物1車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070927,105.97999999999999,2,1,1,有,無,7640000,75365,坡道平面,28.49,1800000,,RPQRMLMKKINFFBF18CA
五股區,房地(土地+建物)+車位,新北市五股區新五路三段1~30號,30.95,住,,,1071030,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050929,182.57,3,2,2,有,有,14200000,78502,坡道平面,27.16,2000000,,RPQNMLOLKINFFBF08CA
五股區,房地(土地+建物)+車位,新北市五股區新五路三段1~30號,18.84,住,,,1071108,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050929,126.69,2,2,1,有,有,9230000,74651,坡道平面,27.16,1800000,,RPRNMLOLKINFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區文林四街1~30號,43.25,住,,,1070414,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070828,186.78,3,2,2,有,有,12880000,68958,坡道平面,32.4,0,車位總價款：NT＄140萬元（土地55%與建物45%比例分配）,RPVQMLLKKINFFBF48CA
林口區,房地(土地+建物)+車位,新北市林口區文林四街1~30號,43.25,住,,,1070613,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070828,186.78,3,2,2,有,無,13100000,70136,坡道平面,32.4,0,車位總價款：NT＄130萬元（土地55%與建物45%比例分配）,RPXQMLLKKINFFBF68CA
新莊區,房地(土地+建物),新北市新莊區中平路271~300號,6.91,住,,,1071020,土地1建物1車位0,十三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850117,44.230000000000004,0,0,1,無,有,4680000,105811,,0.0,0,,RPVOMLRJKINFFBF78CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段31~60號,29.37,商,,,1071110,土地1建物1車位2,十層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061020,367.88,4,2,3,有,有,32000000,87577,坡道平面,48.16,4000000,,RPXNMLOLKINFFBF78CA
新莊區,房地(土地+建物)+車位,新北市新莊區頭成街91~120號,67.84,住,,,1071112,土地1建物1車位3,十八層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030617,468.33,5,2,5,有,有,54560000,137658,坡道平面,124.29,7200000,,RPWRMLQLKINFFBF66CA
新店區,房地(土地+建物)+車位,新北市新店區北宜路一段31~60號,15.42,住,,,1071014,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811005,141.97,3,2,2,有,有,15800000,111291,升降機械,0.0,0,,RPRNMLSLJINFFCF58CA
新店區,房地(土地+建物),新北市新店區寶元路一段63巷1~30號,40.56,住,,,1071104,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690627,94.48,3,2,2,有,無,8600000,91025,,0.0,0,,RPTNMLSLJINFFCF78CA
新店區,房地(土地+建物)+車位,新北市新店區北新路一段121~150號,14.52,住,,,1051226,土地1建物1車位1,二十二層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070523,163.36,2,2,2,有,有,29540930,213324,坡道平面,36.6,2500000,總價內含面積找補款10930元。,RPUNMLSLJINFFCF88CA
新店區,房地(土地+建物)+車位,新北市新店區北新路一段121~150號,14.52,住,,,1031215,土地1建物1車位1,二十六層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070523,163.36,2,2,2,有,有,31171570,226977,坡道平面,36.6,2400000,總價內含面積找補款11570元。,RPVNMLSLJINFFCF98CA
新店區,房地(土地+建物)+車位,新北市新店區北新路一段121~150號,22.49,住,,,1041015,土地1建物1車位2,二十六層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070523,270.85,3,2,2,有,有,47519710,216644,坡道平面,73.2,4700000,總價內含面積找補款19710元。車位2個未分別計價。,RPWNMLSLJINFFCF09CA
新店區,房地(土地+建物)+車位,新北市新店區北新路一段121~150號,20.21,住,,,1070925,土地1建物1車位1,七層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070523,211.96,3,2,2,有,有,39000000,183997,坡道平面,36.6,0,,RPPNMLSLJINFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區新坡一街61~90號,49.39,,山坡地保育區,丙種建築用地,1070813,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840704,126.43,2,2,2,有,有,9350000,73954,坡道平面,0.0,0,,RPOOMLKMJINFFCF67CA
新店區,房地(土地+建物)+車位,新北市新店區安成街1~30號,23.09,住,,,1071018,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830125,133.68,3,2,2,有,有,10000000,74806,其他,22.04,0,,RPVOMLOJKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,19.67,住,,,1071106,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,162.39999999999998,3,2,2,有,有,16800000,109735,坡道平面,27.53,2000000,,RPRPMLOJKINFFCF28CA
新店區,房地(土地+建物),新北市新店區安光路1~30號,9.25,住,,,1071106,土地1建物1車位0,十四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,77.05000000000001,1,1,1,有,有,8510000,110448,,0.0,0,,RPUPMLOJKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,19.67,住,,,1071106,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,160.51999999999998,3,2,2,有,有,16680000,109216,坡道平面,25.65,1950000,,RPWPMLOJKINFFCF78CA
新店區,房地(土地+建物),新北市新店區中興路三段247巷1~30號,28.34,住,,,1071024,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760108,102.55,3,2,2,有,有,10000000,97513,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLNJKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,17.35,住,,,1071106,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,139.06,2,2,1,有,有,14470000,111360,坡道平面,27.53,2050000,,RPPPMLPJKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,23.14,住,,,1071106,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,176.64999999999998,2,2,2,有,有,20010000,119099,坡道平面,27.53,2250000,,RPQPMLPJKINFFCF28CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,15.04,住,,,1071106,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,125.75,2,2,1,有,有,12650000,107393,坡道平面,25.65,1900000,,RPSPMLPJKINFFCF48CA
新店區,房地(土地+建物),新北市新店區安光路31~60號,13.88,住,,,1071106,土地1建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,100.09,2,2,1,有,有,11150000,111400,,0.0,0,,RPTPMLPJKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,16.19,住,,,1071106,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.2,2,2,1,有,有,13980000,107869,坡道平面,27.53,2150000,,RPVPMLPJKINFFCF78CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,16.19,住,,,1071106,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,133.85999999999999,2,2,1,有,有,13400000,105813,坡道平面,25.65,1950000,,RPWPMLPJKINFFCF88CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,19.67,住,,,1071106,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,160.51999999999998,3,2,2,有,有,16420000,107659,坡道平面,25.65,1900000,,RPPOMLPJKINFFCF08CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,19.67,住,,,1071106,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,162.39999999999998,3,2,2,有,有,16880000,110699,坡道平面,27.53,1950000,,RPQOMLPJKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,19.67,住,,,1071106,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,156.72,2,2,2,有,有,16460000,111541,坡道平面,27.53,2050000,,RPROMLPJKINFFCF28CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,17.35,住,,,1071106,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,139.06,2,2,1,有,有,14150000,108491,坡道平面,27.53,2050000,,RPSOMLPJKINFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,17.35,住,,,1071106,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.19,2,2,1,有,有,13850000,108033,坡道平面,25.65,1800000,,RPTOMLPJKINFFCF48CA
新店區,土地,安康段1861~1890地號,8.33,其他,,,1071026,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,232327,27890,,0.0,0,(包含)公共設施保留地之交易。;,RPUOMLPJKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,17.35,住,,,1071106,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.19,2,2,1,有,有,14380000,112336,坡道平面,25.65,1850000,,RPVOMLPJKINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,17.35,住,,,1071106,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,139.06,2,2,1,有,有,14480000,111898,坡道平面,27.53,2000000,,RPWOMLPJKINFFCF78CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,16.19,住,,,1071106,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,133.85999999999999,2,2,1,有,有,13330000,105166,坡道平面,25.65,1950000,,RPPQMLPJKINFFCF28CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,16.19,住,,,1071106,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,133.85999999999999,2,2,1,有,有,13360000,105905,坡道平面,25.65,1900000,,RPQQMLPJKINFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,21.98,住,,,1071106,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,174.49,3,2,2,有,有,18270000,110370,坡道平面,27.53,2050000,,RPRQMLPJKINFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,16.19,住,,,1071106,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,129.74,2,2,1,有,有,13400000,111922,坡道平面,25.65,1750000,,RPSQMLPJKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,24.29,住,,,1071106,土地1建物1車位2,八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,208.43,3,2,2,有,有,20530000,107127,坡道平面,55.06,4100000,,RPTQMLPJKINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,23.14,住,,,1071106,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,179.02,3,2,2,有,有,18880000,110061,坡道平面,25.65,2000000,,RPWQMLPJKINFFCF98CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,23.14,住,,,1071106,土地1建物1車位1,二層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,182.55,3,2,2,有,有,18610000,106825,坡道平面,27.53,2050000,,RPXQMLPJKINFFCF09CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,23.14,住,,,1071106,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,182.55,3,2,2,有,有,18600000,106760,坡道平面,27.53,2050000,,RPORMLPJKINFFCF28CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,23.14,住,,,1071106,土地1建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,182.55,3,2,2,有,有,19380000,111147,坡道平面,27.53,2150000,,RPPRMLPJKINFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路156巷31~60號,313.74,,山坡地保育區,丙種建築用地,1060417,土地10建物2車位1,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070605,253.89,2,2,3,有,有,24500000,106625,坡道平面,38.18,1500000,,RPVNMLRJKINFFCF78CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路156巷1~30號,212.01,,山坡地保育區,丙種建築用地,1051215,土地10建物2車位1,一層，二層,四層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070605,187.53,2,2,2,有,有,14930000,89253,坡道平面,38.18,1600000,,RPOOMLRJKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路156巷61~90號,253.25,,山坡地保育區,丙種建築用地,1060519,土地10建物2車位1,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070606,251.13,2,3,3,有,有,20980000,90697,坡道平面,36.35,1500000,,RPSOMLRJKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路156巷91~120號,156.07,,山坡地保育區,丙種建築用地,1071004,土地10建物2車位1,三層,六層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1070222,181.39,3,2,2,有,有,11150000,65946,坡道平面,38.09,1700000,,RPWOMLRJKINFFCF98CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路156巷31~60號,164.28,,山坡地保育區,丙種建築用地,1070326,土地10建物2車位1,五層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070606,189.18,3,2,2,有,有,13220000,75655,坡道平面,36.91,1700000,,RPOPMLRJKINFFCF28CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,15.04,住,,,1071106,土地1建物1車位1,一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,125.14,2,2,1,有,有,15000000,132159,坡道平面,27.53,2100000,,RPVQMLKKKINFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,20.82,住,,,1071106,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,167.97,3,2,2,有,有,16860000,104413,坡道平面,25.65,2000000,,RPXQMLKKKINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,20.82,住,,,1071106,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,169.83999999999997,3,2,2,有,有,17950000,111728,坡道平面,27.53,2050000,,RPORMLKKKINFFCF87CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,20.82,住,,,1071106,土地1建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,169.83999999999997,3,2,2,有,有,17820000,110112,坡道平面,27.53,2150000,,RPPRMLKKKINFFCF97CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,19.67,住,,,1071106,土地1建物1車位0,十二層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,142.31,3,2,2,有,有,16000000,112431,,0.0,0,,RPQRMLKKKINFFCF08CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,18.51,住,,,1071106,土地1建物1車位0,三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,134.87,3,2,2,有,有,14080000,104397,,0.0,0,,RPRRMLKKKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,19.67,住,,,1071106,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,162.39999999999998,3,2,2,有,有,16130000,104397,坡道平面,27.53,2050000,,RPSRMLKKKINFFCF28CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,23.14,住,,,1071106,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,182.55,3,2,2,有,有,19130000,110179,坡道平面,27.53,2050000,,RPXNMLKKKINFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,27.76,住,,,1071106,土地1建物1車位1,十層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,212.05,4,2,2,有,有,22880000,112346,坡道平面,27.53,2150000,,RPOOMLKKKINFFCF57CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,30.08,住,,,1071106,土地1建物1車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,234.85000000000002,4,2,3,有,有,24880000,110120,坡道平面,27.53,2050000,,RPROMLKKKINFFCF87CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,31.23,住,,,1071106,土地1建物1車位2,十九層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,262.38,4,2,3,有,有,26880000,108914,坡道平面,55.06,4300000,,RPSOMLKKKINFFCF97CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,28.92,住,,,1071106,土地1建物1車位2,十七層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,239.58,4,2,2,有,有,23980000,107739,坡道平面,55.06,4100000,,RPTOMLKKKINFFCF08CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,31.23,住,,,1071106,土地1建物1車位2,八層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,262.38,4,2,3,有,有,27050000,109251,坡道平面,55.06,4400000,,RPUOMLKKKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,27.76,住,,,1071106,土地1建物1車位1,三層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,212.05,4,2,2,有,有,22000000,108118,坡道平面,27.53,2050000,,RPWOMLKKKINFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,27.76,住,,,1071106,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,212.05,4,2,2,有,有,22100000,108660,坡道平面,27.53,2050000,,RPXOMLKKKINFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,27.76,住,,,1071106,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,212.05,4,2,2,有,有,22500000,110828,坡道平面,27.53,2050000,,RPPPMLKKKINFFCF77CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,28.92,住,,,1071106,土地1建物1車位2,八層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,239.58,4,2,2,有,有,24800000,111641,坡道平面,55.06,4200000,,RPQPMLKKKINFFCF87CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,21.98,住,,,1071106,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,178.32,3,2,2,有,有,18850000,111612,坡道平面,27.53,2020000,,RPRPMLKKKINFFCF97CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,21.98,住,,,1071106,土地1建物1車位1,一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,170.52999999999997,3,2,2,有,有,20350000,126311,坡道平面,25.65,2050000,,RPSPMLKKKINFFCF08CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,21.98,住,,,1071106,土地1建物1車位1,七層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,175.67000000000002,3,2,2,有,有,18000000,107668,坡道平面,27.53,2050000,,RPTPMLKKKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,21.98,住,,,1071106,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,175.67000000000002,3,2,2,有,有,18800000,112394,坡道平面,27.53,2150000,,RPXPMLKKKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,21.98,住,,,1071106,土地1建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,175.67000000000002,3,2,2,有,有,18570000,111516,坡道平面,27.53,2050000,,RPOQMLKKKINFFCF77CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,19.67,住,,,1071106,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,162.39999999999998,3,2,2,有,有,16100000,104545,坡道平面,27.53,2000000,,RPTNMLMKKINFFCF18CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位0,四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,111.53,2,2,1,有,有,12850000,115216,,0.0,0,,RPXNMLMKKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,139.06,2,2,1,有,有,14420000,111360,坡道平面,27.53,2000000,,RPOOMLMKKINFFCF77CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.19,2,2,1,有,有,14500000,112067,坡道平面,25.65,2000000,,RPPOMLMKKINFFCF87CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.19,2,2,1,有,有,14470000,111529,坡道平面,25.65,2030000,,RPQOMLMKKINFFCF97CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.19,2,2,1,有,有,14500000,111350,坡道平面,25.65,2080000,,RPROMLMKKINFFCF08CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.19,2,2,1,有,有,14450000,110902,坡道平面,25.65,2080000,,RPSOMLMKKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.19,2,2,1,有,有,14550000,112516,坡道平面,25.65,2000000,,RPTOMLMKKINFFCF28CA
